mean_intensity,std_intensity,edge_count,vessel_density,lesion_score,label
176.35708253585491,25.71042999061499,5114.163855272231,0.4321559114685644,0.6215478431783034,1
126.4828043384386,15.766309584776359,2184.7901018140515,0.09259624261103332,0.17119494686234257,0
100.06264357428545,20.011370537709936,2791.36452567806,0.1385724950816403,0.057027013827599164,0
176.1763929170942,41.016858511730845,4950.571815264612,0.4704218159732867,0.5414823907728998,1
141.90455625809977,11.555648359305717,1794.9097153140838,0.14533367616214996,0.09364003080087786,0
131.6316375215496,14.292903347536871,1640.082420472936,0.11128675553966552,0.19843786547169795,0
182.90698576232697,38.81708293210421,4520.399109111906,0.46570618357582644,0.5660621825081454,1
118.96778247067503,15.877209348801744,2035.1372648449553,0.1617193078784987,0.11096020938167943,0
177.5093607607567,41.604798832536304,4087.494050796907,0.42850659364796934,0.6319421207205271,1
130.4900922583689,16.701779456736688,1934.852357858943,0.15710497398381798,0.13064126608346607,0
135.51151975522524,14.297744218003139,1885.264280699213,0.11176068751901107,0.16362141914082978,0
118.09317599236654,15.136109644288927,2312.2862521393367,0.10622904980463299,0.057419137990664594,0
145.33368398436926,35.855728356013294,3632.3446482036143,0.39745692545677697,0.4853057180411834,1
150.92978724808884,24.390418942991083,4566.46423241375,0.4426955389390753,0.4646471691896506,1
179.8382269424749,39.254178651909825,4969.297901587556,0.39325939560591544,0.5126996274738926,1
164.00704444692596,38.13931406706162,4235.487674680611,0.4608181735236285,0.6445214312250382,1
151.37748533659993,9.667486580888774,2541.8267353510882,0.12157118306182704,0.11983139696107287,0
183.36518907733364,33.275846755102194,4081.1291628255713,0.3340788221267473,0.5201955825803514,1
106.79543386915724,9.377731923285431,1936.5847310546094,0.18133444671599833,0.09249260839912805,0
138.8735276444746,46.638148656370305,4516.800853676778,0.47389781227236283,0.5925408629418585,1
114.83955271782627,11.248297693854404,1928.5298974833147,0.10560106071863373,0.1256271814199701,0
128.65755194170123,17.232558058074027,2196.3293081316865,0.1379835205896511,0.12578303150416972,0
113.31909546356951,9.445829784675155,1933.5200916844883,0.0955227139455434,0.11096544565660271,0
167.65099889756598,34.20544649033998,3883.1529178357255,0.38943366334678614,0.42133908746002624,1
115.47693680750923,18.9112621987448,2495.992891153559,0.1245757764869285,0.13762416885371093,0
140.67472871193937,39.095915043755525,4968.612586833307,0.3243652483989595,0.5647141819298701,1
126.17005949576698,25.19603883487089,2037.937765718207,0.1153117098988487,0.08349965656875569,0
132.8254022932242,32.55403652860439,5398.508258248977,0.31471449490342446,0.3537008092347279,1
158.8241995040591,34.4067642460431,4751.929967086246,0.47906174817492164,0.5508781547145462,1
150.66808779465416,30.493859651656855,4642.743081344027,0.32918074953226095,0.544113014475768,1
197.07900658647787,31.0373157919545,5109.304087167248,0.4505797864626074,0.5934610715548924,1
124.9799829124545,16.83354681420594,1662.3238657904094,0.1770767461568868,0.0888166714098278,0
145.38748857741666,23.065794822972226,4284.528099757386,0.2998964711259428,0.5499176811136098,1
122.80991867735032,13.175516690103247,1818.4531293182008,0.11826490162867219,0.07066527056190637,0
143.19872301211697,25.12692652924792,3755.1951938244983,0.48392488669430106,0.6163094021340344,1
127.9994190194205,8.747862773714985,2184.4833917094134,0.15531001910371012,0.061358313455551816,0
162.45807102604684,31.480305586641485,5923.50479447882,0.41760927463315284,0.5146540229713716,1
150.1141046422819,36.50088629621214,4301.651910017396,0.5022189900083588,0.5391378202110492,1
151.5467022812695,34.62491739093674,5484.429425602438,0.40842507773451703,0.4375272360580059,1
130.7297804776601,21.114991402163632,2284.442885141615,0.0926223540546712,0.17392569392867713,0
115.23779126455341,10.977594497242137,1918.889990971649,0.07582937815467666,0.03145789775854972,0
112.98008312193245,12.901731944931797,1880.160352858144,0.12614393631845752,0.12250273355925732,0
157.6119743262004,35.04154832626229,4482.914059232837,0.3736701187881209,0.4962044824975903,1
